"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Measurements","4187","2","uint32","Zone 7 pump hours","Heizkreis 7 Pumpenbetriebsstunden","zone7_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","4189","2","uint32","Zone 7 pump starts","Heizkreis 7 Pumpenstarts","zone7_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","4224","1","uint16","Zone 8 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 8 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone8_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","4225","1","uint16","Zone 8 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 8 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone8_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","4229","1","uint16","Zone 8 device type","Heizkreis 8 Gerätetyp","zone8_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","4232","1","uint16","Zone 8 fixed flow setpoint","Heizkreis 8 Vorlaufsollwert (fest)","zone8_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","4233","1","uint16","Zone 8 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 8 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone8_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","4234","1","uint16","Zone 8 comfort setpoint 1","Heizkreis 8 Komfortsollwert 1","zone8_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4235","1","uint16","Zone 8 comfort setpoint 2","Heizkreis 8 Komfortsollwert 2","zone8_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4236","1","uint16","Zone 8 comfort setpoint 3","Heizkreis 8 Komfortsollwert 3","zone8_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4237","1","uint16","Zone 8 comfort setpoint 4","Heizkreis 8 Komfortsollwert 4","zone8_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4238","1","uint16","Zone 8 comfort setpoint 5","Heizkreis 8 Komfortsollwert 5","zone8_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4239","1","uint16","Zone 8 night setback","Heizkreis 8 Nachtabsenkung","zone8_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","4240","1","uint16","Zone 8 cooling setpoint 1","Heizkreis 8 Kühlsollwert 1","zone8_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4241","1","uint16","Zone 8 cooling setpoint 2","Heizkreis 8 Kühlsollwert 2","zone8_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4242","1","uint16","Zone 8 cooling setpoint 3","Heizkreis 8 Kühlsollwert 3","zone8_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4243","1","uint16","Zone 8 cooling setpoint 4","Heizkreis 8 Kühlsollwert 4","zone8_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4244","1","uint16","Zone 8 cooling setpoint 5","Heizkreis 8 Kühlsollwert 5","zone8_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4245","1","uint16","Zone 8 cooling night setback","Heizkreis 8 Kühlung Nachtabsenkung","zone8_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4246","1","uint16","Zone 8 holiday setpoint","Heizkreis 8 Feriensollwert","zone8_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","4247","1","uint16","Zone 8 temporary setpoint","Heizkreis 8 Temporärer Sollwert","zone8_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","4248","1","uint16","Zone 8 room setpoint (manual)","Heizkreis 8 Raumsollwert (manuell)","zone8_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","4249","1","uint16","Zone 8 DHW comfort setpoint","Heizkreis 8 TWW Komfortsollwert","zone8_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4250","1","uint16","Zone 8 DHW reduced setpoint","Heizkreis 8 TWW Reduzierter Sollwert","zone8_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4251","1","uint16","Zone 8 DHW holiday setpoint","Heizkreis 8 TWW Feriensollwert","zone8_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4252","1","uint16","Zone 8 DHW anti-legionella setpoint","Heizkreis 8 TWW Anti-Legionellen-Sollwert","zone8_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","4253","1","uint16","Zone 8 swimming pool setpoint","Heizkreis 8 Schwimmbad-Sollwert","zone8_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4254","1","uint16","Zone 8 process heat setpoint","Heizkreis 8 Prozesswärme-Sollwert","zone8_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","4255","1","uint16","Zone 8 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 8 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone8_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","4256","1","uint16","Zone 8 max flow setpoint","Heizkreis 8 Max. Vorlaufsollwert","zone8_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","4257","1","uint16","Zone 8 cooling mixing circuit setpoint","Heizkreis 8 Kühlsollwert Mischkreis","zone8_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4258","1","uint16","Zone 8 heating curve gradient","Heizkreis 8 Heizkurve Steilheit","zone8_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","4259","1","uint16","Zone 8 heating curve footpoint","Heizkreis 8 Heizkurve Fußpunkt","zone8_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","4260","1","uint16","Zone 8 heating curve footpoint night","Heizkreis 8 Heizkurve Fußpunkt Nacht","zone8_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","4261","1","uint16","Zone 8 max preheat time","Heizkreis 8 Max. Vorheizzeit","zone8_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","4262","1","uint16","Zone 8 mixing valve shift","Heizkreis 8 Mischventil Verschiebung","zone8_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","4263","1","uint16","Zone 8 mixing valve bandwidth","Heizkreis 8 Mischventil Bandbreite","zone8_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","4264","1","uint16","Zone 8 DHW hysteresis","Heizkreis 8 TWW Hysterese","zone8_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4265","1","uint16","Zone 8 DHW calorifier offset","Heizkreis 8 TWW Speicher Verschiebung","zone8_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4266","1","uint16","Zone 8 DHW calorifier setpoint raise","Heizkreis 8 TWW Speicher Sollwertanhebung","zone8_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4267","1","uint16","Zone 8 process heat hysteresis","Heizkreis 8 Prozesswärme Hysterese","zone8_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","4268","1","uint16","Zone 8 process heat offset","Heizkreis 8 Prozesswärme Verschiebung","zone8_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","4269","1","uint16","Zone 8 process heat calorifier raise","Heizkreis 8 Prozesswärme Sollwertanhebung","zone8_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","4270","1","uint16","Zone 8 DHW calorifier hysteresis","Heizkreis 8 TWW Speicher Hysterese","zone8_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","4271","1","uint16","Zone 8 pump post-run","Heizkreis 8 Pumpennachlauf","zone8_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","4272","1","uint16","Zone 8 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 8 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone8_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","4684","1","int16","Zone 8 flow temperature","Heizkreis 8 Vorlauftemperatur","zone8_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","4685","1","uint16","Zone 8 flow setpoint","Heizkreis 8 Temperatursollwert","zone8_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","4686","1","int16","Zone 8 room setpoint","Heizkreis 8 Raumtemperatursollwert","zone8_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","4687","1","int16","Zone 8 outdoor temperature","Heizkreis 8 Außentemperatur","zone8_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","4688","1","int16","Zone 8 room temperature","Heizkreis 8 Raumtemperatur","zone8_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","4689","1","int16","Zone 8 room temperature measured","Heizkreis 8 Raumtemperatur gemessen","zone8_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","4690","1","bool","Zone 8 heat demand","Heizkreis 8 Wärmeanforderung","zone8_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","4693","1","uint16","Zone 8 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 8 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone8_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","4696","1","bool","Zone 8 mixing valve opening","Heizkreis 8 Mischventil öffnend","zone8_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","4697","1","bool","Zone 8 swimming pool pump","Heizkreis 8 Schwimmbadpumpe","zone8_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","4698","1","bool","Zone 8 electrical backup output","Heizkreis 8 Elektro-Backup Ausgang","zone8_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","4699","2","uint32","Zone 8 pump hours","Heizkreis 8 Pumpenbetriebsstunden","zone8_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Parameters","4736","1","uint16","Zone 9 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 9 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone9_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","4737","1","uint16","Zone 9 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 9 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone9_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","4741","1","uint16","Zone 9 device type","Heizkreis 9 Gerätetyp","zone9_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","4744","1","uint16","Zone 9 fixed flow setpoint","Heizkreis 9 Vorlaufsollwert (fest)","zone9_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","4745","1","uint16","Zone 9 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 9 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone9_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","4746","1","uint16","Zone 9 comfort setpoint 1","Heizkreis 9 Komfortsollwert 1","zone9_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4747","1","uint16","Zone 9 comfort setpoint 2","Heizkreis 9 Komfortsollwert 2","zone9_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4748","1","uint16","Zone 9 comfort setpoint 3","Heizkreis 9 Komfortsollwert 3","zone9_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4749","1","uint16","Zone 9 comfort setpoint 4","Heizkreis 9 Komfortsollwert 4","zone9_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4750","1","uint16","Zone 9 comfort setpoint 5","Heizkreis 9 Komfortsollwert 5","zone9_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4751","1","uint16","Zone 9 night setback","Heizkreis 9 Nachtabsenkung","zone9_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","4752","1","uint16","Zone 9 cooling setpoint 1","Heizkreis 9 Kühlsollwert 1","zone9_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4753","1","uint16","Zone 9 cooling setpoint 2","Heizkreis 9 Kühlsollwert 2","zone9_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4754","1","uint16","Zone 9 cooling setpoint 3","Heizkreis 9 Kühlsollwert 3","zone9_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4755","1","uint16","Zone 9 cooling setpoint 4","Heizkreis 9 Kühlsollwert 4","zone9_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4756","1","uint16","Zone 9 cooling setpoint 5","Heizkreis 9 Kühlsollwert 5","zone9_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4757","1","uint16","Zone 9 cooling night setback","Heizkreis 9 Kühlung Nachtabsenkung","zone9_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","4758","1","uint16","Zone 9 holiday setpoint","Heizkreis 9 Feriensollwert","zone9_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","4759","1","uint16","Zone 9 temporary setpoint","Heizkreis 9 Temporärer Sollwert","zone9_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","4760","1","uint16","Zone 9 room setpoint (manual)","Heizkreis 9 Raumsollwert (manuell)","zone9_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","4761","1","uint16","Zone 9 DHW comfort setpoint","Heizkreis 9 TWW Komfortsollwert","zone9_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
